
LENOVO-YOGA-7-1

"Graphics Processor Clock (Maximum):","2200.0 MHz"
"Graphics Memory Bus Width:","64-bit"
"Number Of ALUs (cores):","896"
"Number Of EUs (Execution Units):","112"
"Number Of Xe Cores:","7"
"Firmware Version:","22.0.1041"
"Resizable BAR (ReBAR) Support:","Supported"
"Resizable BAR (ReBAR) State:","Disabled (256 MB)"
"Hardware ID:","PCI\VEN_8086&DEV_7D55&SUBSYS_381317AA&REV_08"
"PCI Location (Bus:Dev:Fnc):","0:02:0"
"Driver Manufacturer:","Intel Corporation"
"Driver Description:","Intel(R) Arc(TM) Graphics"
"Driver Provider:","Intel Corporation"
"Driver Version:","32.0.101.8626"
"Driver Date:","11-Mar-2026"
"DCH/UWD Driver:","Capable"
"DeviceInstanceId","PCI\VEN_8086&DEV_7D55&SUBSYS_381317AA&REV_08\3&11583659&1&10"
"Location Paths","PCIROOT(0)#PCI(0200)"

Intel NPU

"NPU Name:","Intel NPU"
"NPU Type:","Integrated"
"NPU Memory:","9225276 KBytes of SDRAM"
"Number Of NPU Tiles:","2"
"NPU Clock:","333.0 MHz"
"Hardware ID:","PCI\VEN_8086&DEV_7D1D&SUBSYS_380F17AA&REV_04"
"PCI Location (Bus:Dev:Fnc):","0:11:0"
"Driver Manufacturer:","Intel Corporation"
"Driver Description:","Intel(R) AI Boost"
"Driver Provider:","Intel Corporation"
"Driver Version:","32.0.100.4240"
"Driver Date:","29-Aug-2025"
"DeviceInstanceId","PCI\VEN_8086&DEV_7D1D&SUBSYS_380F17AA&REV_04\3&11583659&1&58"
"Location Paths","PCIROOT(0)#PCI(0B00)"

Monitor


Lenovo [Unknown Model: LEN88AC]

"Monitor Name:","Lenovo [Unknown Model: LEN88AC]"
"Monitor Name (Manuf):","LENOVO       LEN140WUXGA  "
"Serial Number:","Unknown"
"Date Of Manufacture:","Week: 0, Year: 2022"
"Monitor Hardware ID:","Monitor\LEN88AC"
"Max. Vertical Size:","19 cm"
"Max. Horizontal Size:","30 cm"
"Input Signal:","Digital"
"Color Bit Depth:","10 Bits per Primary Color"
"Digital Video Interface Standard Supported:","DisplayPort"
"Gamma Factor:","2.20"
"Standby:","Not Supported"
"Suspend:","Not Supported"
"Active Off:","Not Supported"
"Standard Colour Space (sRGB) Default:","Not Supported"
"Preferred Timing Mode:","Supported"
"Default GTF (Continuous Frequency):","Not Supported"
"DFP 1.x Compatible:","Yes"
"1920 x 1200","302 x 189 mm, Pixel Clock 154.25 MHz"
"1920 x 1200","302 x 189 mm, Pixel Clock 154.25 MHz"
"Red [x,y]:"," 0.6797, 0.3203"
"Green [x,y]:"," 0.2373, 0.7227"
"Blue [x,y]:"," 0.1396, 0.0498"
"White [x,y]:"," 0.3125, 0.3291"
"sRGB Coverage:","150.357 %"
"AdobeRGB Coverage:","111.462 %"
"DCI-P3 Coverage:","110.839 %"
"NTSC Coverage:","106.495 %"
"BT.2020 Coverage:","79.519 %"
"HDR Support:","Supported"
"HDR10+ Support:","Not Supported"
"AMD FreeSync Support:","Not Supported"
"NVIDIA G-Sync Support:","Not Supported"
"HDMI AdaptiveSync Support:","Not Supported"
"VESA AdaptiveSync Support:","Not Supported"
"Display Audio Support:","Not Supported"
"Driver Manufacturer:","Lenovo"
"Driver Description:","Lenovo HDR Monitor"
"Driver Provider:","Lenovo"
"Driver Version:","3.0.0.3"
"Driver Date:","28-Oct-2025"
"DeviceInstanceId","DISPLAY\LEN88AC\4&587F83B&0&UID8388688"
"Location Paths","ACPI(_SB_)#ACPI(PC00)#ACPI(GFX0)#ACPI(DD1F)"

Drives


(S)ATA/ATAPI Drives


NVMe Drives


SAMSUNG MZAL81T0HDLB-00BL2

"Drive Controller:","NVMe (PCIe x4 16.0 GT/s @ x4 16.0 GT/s)"
"Host Controller:","Samsung Electronics Piccolo S4LY022 PCIe 4.0 x4 NVMe 2.0 DRAM-less SSD Controller"
"Drive Model:","SAMSUNG MZAL81T0HDLB-00BL2"
"Drive Serial Number:","S77LNF0WC33047"
"Drive Firmware Revision:","5L1QKXD7"
"NVMe Version Supported:","v2.0"
"Drive Capacity:","976,762 MBytes (1024 GB)"
"Drive Capacity [MB]:","976762"
"SCSI Address:","0:0:0:0"
"Drive Letter(s):","C:"
"Maximum Power Consumption:","6.28 W"
"Volatile Write Cache:","Present"
"Compare Command:","Supported"
"Write Uncorrectable Command:","Supported"
"Dataset Management:","Supported"
"Write Zeroes:","Supported"
"Save field set to a non-zero value:","Supported"
"Reservations:","Not Supported"
"Timestamp:","Supported"
"Autonomous Power State Transitions:","Supported"
"Host Memory Buffer (HMB) Capability:","Supported"
"Host Memory Buffer (HMB) Minimum Size:","16 MBytes"
"Host Memory Buffer (HMB) Preferred Size:","64 MBytes"
"Host Memory Buffer (HMB) Status:","Enabled"
"Host Memory Buffer (HMB) Enabled Size:","64 MBytes"
"NVM Command Set:","Not Supported"
"Key Value (KV) Command Set:","Not Supported"
"Zoned Namespace (ZNS) Command Set:","Not Supported"
"Subsystem Local Memory Command Set:","Not Supported"
"Computational Programs Namespace Command Set:","Not Supported"
"Available Space Below Threshold:","OK"
"Temperature Exceeded Critical Threshold:","OK"
"Device Reliablity Degraded:","OK"
"Media In Read Only Mode:","OK"
"Volatile Memory Backup Device Failed:","OK"
"Drive Temperature:","67 °C"
"Warning Temperature Threshold:","83 °C"
"Critical Temperature Threshold:","85 °C"
"Time Above Warning Temperature Threshold:","0 minutes"
"Time Above Critical Temperature Threshold:","0 minutes"
"Spare Capacity Available:","100%"
"Device Health:","95%"
"Power Cycles:","969"
"Power On Hours:","4161 hours"
"Unsafe Shutdowns:","117"
"Media Errors:","0"
"Total Host Reads:","47.64 TBytes"
"Total Host Writes:","32.57 TBytes"

Audio


Intel Meteor Lake-U/H PCH - cAVS (Audio, Voice, Speech)

"Audio Adapter:","Intel Meteor Lake-U/H PCH - cAVS (Audio, Voice, Speech)"
"Audio Controller Hardware ID:","PCI\VEN_8086&DEV_7E28&SUBSYS_382F17AA&REV_20"
"High Definition Audio Codec:","RealTek"
"Audio Codec Hardware ID:","INTELAUDIO\FUNC_01&VEN_10EC&DEV_0287&SUBSYS_17AA38DB&REV_1000"
"Driver Manufacturer:","Realtek Semiconductor Corp."
"Driver Description:","Realtek High Definition Audio(SST)"
"Driver Provider:","Realtek Semiconductor Corp."
"Driver Version:","6.0.9879.1"
"Driver Date:","26-Aug-2025"
"DeviceInstanceId","INTELAUDIO\FUNC_01&VEN_10EC&DEV_0287&SUBSYS_17AA38DB&REV_1000\5&1060527E&0&0001DIF_000B&UIF_0000"

Network


Intel Wi-Fi 6E AX211 160MHz

"Network Card:","Intel Wi-Fi 6E AX211 160MHz"
"Vendor Description:","Microsoft"
"MAC Address:","18-93-41-D6-4D-2C"
"Maximum Link Speed:","19 Mbps"
"Current Link Speed:","19 Mbps"
"Transmit Buffer Size:","Unknown"
"Receive Buffer Size:","Unknown"
"Hardware ID:","PCI\VEN_8086&DEV_7E40&SUBSYS_00948086&REV_20"
"Driver Manufacturer:","Intel"
"Driver Description:","Intel(R) Wi-Fi 6E AX211 160MHz"
"Driver Provider:","Intel"
"Driver Version:","23.160.0.4"
"Driver Date:","21-Jul-2025"
"DeviceInstanceId","PCI\VEN_8086&DEV_7E40&SUBSYS_00948086&REV_20\3&11583659&1&A3"
"Location Paths","PCIROOT(0)#PCI(1403)"

Ports


Serial Ports


USB


Intel(R) USB 3.20 eXtensible Host Controller - 1.20 (Microsoft)


Root Hub


[Port1] : No Device Connected


[Port2] : No Device Connected


[Port3] : No Device Connected


[Port4] : No Device Connected


[Port5] : No Device Connected


Intel(R) USB 3.20 eXtensible Host Controller - 1.20 (Microsoft)


Root Hub


[Port1] : No Device Connected


[Port2] : No Device Connected


[Port3] : No Device Connected


[Port4] : No Device Connected


[Port5] : No Device Connected


[Port6] : No Device Connected


[Port7] : No Device Connected


[Port8] : No Device Connected


[Port9] : Luxvisions Innovation, PID=00C2

"Device Manufacturer:","Luxvisions Innovation"
"Product Name:","Luxvisions Innovation, PID=00C2"
"Serial Number:","-"
"USB Version Supported:","2.01"
"USB Speed Capable:","USB 2.0 High-speed"
"USB Speed Connected:","USB 2.0 High-speed"
"Maximum Current:","500 mA"
"Driver Description:","USB Composite Device"
"Hardware ID:","USB\VID_30C9&PID_00C2"
"Driver Manufacturer:","Microsoft"
"Driver Description:","USB Composite Device"
"Driver Provider:","Microsoft"
"Driver Version:","10.0.26100.8972"
"Driver Date:","21-Jun-2006"
"DeviceInstanceId","USB\VID_30C9&PID_00C2\01.00.00"
"Location Paths","PCIROOT(0)#PCI(1400)#USBROOT(0)#USB(9)"

[Port10] : Intel(R) Wireless Bluetooth(R)

"Device Manufacturer:","Intel"
"Product Name:","Intel(R) Wireless Bluetooth(R)"
"Serial Number:","-"
"USB Version Supported:","2.01"
"USB Speed Capable:","USB 1.1 Full-speed"
"USB Speed Connected:","USB 1.1 Full-speed"
"Maximum Current:","100 mA"
"Driver Description:","Intel(R) Wireless Bluetooth(R)"
"Hardware ID:","USB\VID_8087&PID_0033"
"Driver Manufacturer:","Intel Corporation"
"Driver Description:","Intel(R) Wireless Bluetooth(R)"
"Driver Provider:","Intel Corporation"
"Driver Version:","23.160.0.9"
"Driver Date:","20-Jul-2025"
"DeviceInstanceId","USB\VID_8087&PID_0033\5&26F9EC6&0&10"
"Location Paths","PCIROOT(0)#PCI(1400)#USBROOT(0)#USB(10)"

[Port11] : No Device Connected


[Port12] : No Device Connected


[Port13] : No Device Connected


[Port14] : No Device Connected


Smart Battery


Battery #0

"Device Name:","L22D4PA1"
"Manufacturer Name:","Sunwoda"
"Serial Number:","19031"
"Unique ID:","19031SunwodaL22D4PA1"
"Chemistry:",""
"Designed Capacity:","71000 mWh"
"Full Charged Capacity:","61470 mWh"
"Wear Level:","13.4 %"
"Cycle Count:","112"
"Power Status:","On AC Power"
"Current Capacity:","48880 mWh (79.5 %)"
"Current Voltage:","16.497 V"
